timestamp,sensor1,insects
2025-04-28T16:45:11.369661+00:00,22.36,0
2025-04-28T16:45:11.369682+00:00,22.98,2
2025-04-28T16:45:11.369688+00:00,25.47,5
2025-04-28T16:45:11.369692+00:00,27.79,0
2025-04-28T16:45:11.369697+00:00,23.12,0
2025-04-28T16:45:11.369700+00:00,21.49,1
2025-04-28T16:45:11.369704+00:00,20.67,2
2025-04-28T16:45:11.369708+00:00,22.52,0
2025-04-28T16:45:11.369712+00:00,22.83,4
2025-04-28T16:45:11.369716+00:00,26.9,0
2025-04-28T16:45:11.369720+00:00,23.94,4
2025-04-28T16:45:11.369724+00:00,29.79,1
2025-04-28T16:45:11.369727+00:00,27.31,2
2025-04-28T16:45:11.369731+00:00,21.38,0
2025-04-28T16:45:11.369734+00:00,27.48,2
2025-04-28T16:45:11.369738+00:00,22.99,1
2025-04-28T16:45:11.369741+00:00,29.27,0
2025-04-28T16:45:11.369745+00:00,22.77,3
