timestamp,sensor1,insects
2025-04-28T18:39:07.494623+00:00,24.58,5
2025-04-28T18:39:07.494656+00:00,22.88,2
2025-04-28T18:39:07.494666+00:00,20.91,3
2025-04-28T18:39:07.494674+00:00,25.32,2
2025-04-28T18:39:07.494681+00:00,28.38,5
2025-04-28T18:39:07.494687+00:00,21.39,4
2025-04-28T18:39:07.494694+00:00,27.84,3
2025-04-28T18:39:07.494700+00:00,27.46,2
2025-04-28T18:39:07.494707+00:00,25.5,3
2025-04-28T18:39:07.494713+00:00,24.81,3
2025-04-28T18:39:07.494719+00:00,23.32,5
2025-04-28T18:39:07.494725+00:00,28.95,0
2025-04-28T18:39:07.494731+00:00,21.93,3
2025-04-28T18:39:07.494737+00:00,23.52,1
2025-04-28T18:39:07.494745+00:00,25.85,2
2025-04-28T18:39:07.494751+00:00,27.41,3
2025-04-28T18:39:07.494757+00:00,20.94,1
2025-04-28T18:39:07.494767+00:00,27.01,5
