timestamp,sensor1,insects
2025-04-28T18:39:35.635373+00:00,26.05,3
2025-04-28T18:39:35.635404+00:00,27.43,5
2025-04-28T18:39:35.635413+00:00,27.76,0
2025-04-28T18:39:35.635420+00:00,24.06,1
2025-04-28T18:39:35.635426+00:00,20.58,2
2025-04-28T18:39:35.635432+00:00,27.77,1
2025-04-28T18:39:35.635439+00:00,28.97,4
2025-04-28T18:39:35.635444+00:00,27.63,1
2025-04-28T18:39:35.635450+00:00,21.62,0
2025-04-28T18:39:35.635456+00:00,26.8,3
2025-04-28T18:39:35.635462+00:00,27.63,1
2025-04-28T18:39:35.635468+00:00,22.61,1
2025-04-28T18:39:35.635474+00:00,27.18,2
2025-04-28T18:39:35.635479+00:00,23.57,1
2025-04-28T18:39:35.635486+00:00,28.04,3
2025-04-28T18:39:35.635492+00:00,21.29,2
2025-04-28T18:39:35.635497+00:00,26.17,5
2025-04-28T18:39:35.635503+00:00,25.11,0
