timestamp,sensor1,insects
2025-04-28T18:38:39.358377+00:00,24.62,5
2025-04-28T18:38:39.358410+00:00,23.0,3
2025-04-28T18:38:39.358421+00:00,25.44,5
2025-04-28T18:38:39.358429+00:00,28.34,4
2025-04-28T18:38:39.358437+00:00,27.36,3
2025-04-28T18:38:39.358444+00:00,29.29,5
2025-04-28T18:38:39.358451+00:00,29.64,3
2025-04-28T18:38:39.358457+00:00,20.19,5
2025-04-28T18:38:39.358464+00:00,29.97,3
2025-04-28T18:38:39.358470+00:00,26.04,3
2025-04-28T18:38:39.358477+00:00,23.7,5
2025-04-28T18:38:39.358483+00:00,27.06,0
2025-04-28T18:38:39.358490+00:00,29.43,0
2025-04-28T18:38:39.358496+00:00,26.39,5
2025-04-28T18:38:39.358505+00:00,21.01,0
