timestamp,sensor1,insects
2025-04-28T18:38:59.456665+00:00,25.56,3
2025-04-28T18:38:59.456694+00:00,29.85,0
2025-04-28T18:38:59.456704+00:00,25.71,0
2025-04-28T18:38:59.456711+00:00,26.44,2
2025-04-28T18:38:59.456718+00:00,20.86,3
2025-04-28T18:38:59.456724+00:00,28.16,1
2025-04-28T18:38:59.456730+00:00,24.37,1
2025-04-28T18:38:59.456736+00:00,29.0,4
2025-04-28T18:38:59.456742+00:00,27.04,0
2025-04-28T18:38:59.456748+00:00,22.61,1
2025-04-28T18:38:59.456754+00:00,22.79,2
2025-04-28T18:38:59.456760+00:00,20.47,5
2025-04-28T18:38:59.456766+00:00,24.15,1
2025-04-28T18:38:59.456771+00:00,28.53,0
2025-04-28T18:38:59.456777+00:00,29.09,2
2025-04-28T18:38:59.456783+00:00,25.59,1
2025-04-28T18:38:59.456788+00:00,25.5,4
2025-04-28T18:38:59.456794+00:00,25.8,5
2025-04-28T18:38:59.456800+00:00,21.49,5
2025-04-28T18:38:59.456806+00:00,29.14,1
