timestamp,sensor1,insects
2025-04-28T18:39:43.668722+00:00,29.13,0
2025-04-28T18:39:43.668753+00:00,28.66,3
2025-04-28T18:39:43.668761+00:00,25.95,4
2025-04-28T18:39:43.668768+00:00,22.84,3
2025-04-28T18:39:43.668774+00:00,24.09,2
2025-04-28T18:39:43.668780+00:00,22.05,4
2025-04-28T18:39:43.668787+00:00,22.91,5
2025-04-28T18:39:43.668792+00:00,23.42,3
2025-04-28T18:39:43.668799+00:00,21.63,0
2025-04-28T18:39:43.668804+00:00,25.93,0
2025-04-28T18:39:43.668810+00:00,28.78,2
2025-04-28T18:39:43.668816+00:00,27.27,5
2025-04-28T18:39:43.668821+00:00,21.94,2
2025-04-28T18:39:43.668827+00:00,27.57,1
2025-04-28T18:39:43.668833+00:00,22.09,3
2025-04-28T18:39:43.668839+00:00,23.77,3
2025-04-28T18:39:43.668844+00:00,21.93,4
