timestamp,sensor1,insects
2025-04-28T16:38:06.455315+00:00,29.62,5
2025-04-28T16:38:06.455343+00:00,25.86,2
2025-04-28T16:38:06.455355+00:00,27.74,1
2025-04-28T16:38:06.455362+00:00,21.92,5
2025-04-28T16:38:06.455370+00:00,22.72,4
2025-04-28T16:38:06.455376+00:00,21.73,1
2025-04-28T16:38:06.455382+00:00,21.27,5
2025-04-28T16:38:06.455388+00:00,23.86,3
2025-04-28T16:38:06.455394+00:00,25.43,4
2025-04-28T16:38:06.455400+00:00,28.57,2
2025-04-28T16:38:06.455406+00:00,22.91,3
2025-04-28T16:38:06.455413+00:00,26.25,3
2025-04-28T16:38:06.455419+00:00,22.37,4
2025-04-28T16:38:06.455425+00:00,25.8,3
2025-04-28T16:38:06.455431+00:00,22.47,0
