timestamp,sensor1,insects
2025-04-28T18:23:39.573235+00:00,29.77,0
2025-04-28T18:23:39.573260+00:00,22.6,3
2025-04-28T18:23:39.573267+00:00,24.01,4
2025-04-28T18:23:39.573271+00:00,26.22,5
2025-04-28T18:23:39.573275+00:00,28.85,0
2025-04-28T18:23:39.573279+00:00,29.24,5
2025-04-28T18:23:39.573283+00:00,23.55,5
2025-04-28T18:23:39.573287+00:00,20.69,3
2025-04-28T18:23:39.573291+00:00,29.16,2
2025-04-28T18:23:39.573294+00:00,28.86,3
2025-04-28T18:23:39.573298+00:00,23.07,4
2025-04-28T18:23:39.573302+00:00,25.64,4
2025-04-28T18:23:39.573305+00:00,21.79,3
