timestamp,sensor1,insects
2025-04-28T16:35:35.179194+00:00,21.26,2
2025-04-28T16:35:35.179214+00:00,23.15,3
2025-04-28T16:35:35.179221+00:00,27.24,1
2025-04-28T16:35:35.179226+00:00,29.74,2
2025-04-28T16:35:35.179230+00:00,27.07,4
2025-04-28T16:35:35.179234+00:00,23.2,0
2025-04-28T16:35:35.179237+00:00,27.46,3
2025-04-28T16:35:35.179241+00:00,21.63,3
2025-04-28T16:35:35.179245+00:00,21.67,4
2025-04-28T16:35:35.179248+00:00,22.56,3
2025-04-28T16:35:35.179251+00:00,26.04,2
2025-04-28T16:35:35.179255+00:00,28.72,1
2025-04-28T16:35:35.179258+00:00,28.46,4
2025-04-28T16:35:35.179262+00:00,21.41,3
2025-04-28T16:35:35.179265+00:00,26.56,0
2025-04-28T16:35:35.179269+00:00,26.46,2
2025-04-28T16:35:35.179272+00:00,21.02,3
2025-04-28T16:35:35.179279+00:00,27.69,1
