timestamp,sensor1,insects
2025-04-28T18:24:07.769687+00:00,25.82,3
2025-04-28T18:24:07.769718+00:00,24.03,5
2025-04-28T18:24:07.769726+00:00,25.63,2
2025-04-28T18:24:07.769734+00:00,28.57,4
2025-04-28T18:24:07.769741+00:00,26.38,3
2025-04-28T18:24:07.769747+00:00,29.38,1
2025-04-28T18:24:07.769753+00:00,24.53,0
2025-04-28T18:24:07.769759+00:00,29.63,4
2025-04-28T18:24:07.769766+00:00,29.21,3
2025-04-28T18:24:07.769771+00:00,27.17,3
2025-04-28T18:24:07.769777+00:00,29.93,4
2025-04-28T18:24:07.769783+00:00,29.5,4
2025-04-28T18:24:07.769790+00:00,26.82,0
2025-04-28T18:24:07.769796+00:00,26.2,3
