timestamp,sensor1,insects
2025-04-28T18:24:23.898123+00:00,22.28,2
2025-04-28T18:24:23.898160+00:00,25.17,5
2025-04-28T18:24:23.898169+00:00,24.01,1
2025-04-28T18:24:23.898176+00:00,24.04,3
2025-04-28T18:24:23.898183+00:00,24.33,0
2025-04-28T18:24:23.898189+00:00,20.46,4
2025-04-28T18:24:23.898195+00:00,21.54,2
2025-04-28T18:24:23.898201+00:00,27.94,5
2025-04-28T18:24:23.898207+00:00,23.79,3
2025-04-28T18:24:23.898213+00:00,29.02,0
2025-04-28T18:24:23.898219+00:00,20.11,1
2025-04-28T18:24:23.898225+00:00,21.64,5
2025-04-28T18:24:23.898231+00:00,27.22,5
2025-04-28T18:24:23.898237+00:00,24.73,0
