timestamp,sensor1,insects
2025-04-28T16:35:51.256119+00:00,24.21,3
2025-04-28T16:35:51.256149+00:00,23.67,1
2025-04-28T16:35:51.256158+00:00,20.98,5
2025-04-28T16:35:51.256166+00:00,23.85,3
2025-04-28T16:35:51.256172+00:00,21.9,3
2025-04-28T16:35:51.256180+00:00,26.54,3
2025-04-28T16:35:51.256187+00:00,29.01,3
2025-04-28T16:35:51.256194+00:00,28.12,4
2025-04-28T16:35:51.256201+00:00,27.0,5
2025-04-28T16:35:51.256207+00:00,24.7,2
2025-04-28T16:35:51.256213+00:00,25.55,0
2025-04-28T16:35:51.256219+00:00,21.38,1
2025-04-28T16:35:51.256226+00:00,24.89,1
2025-04-28T16:35:51.256232+00:00,29.99,1
2025-04-28T16:35:51.256238+00:00,22.49,4
2025-04-28T16:35:51.256244+00:00,22.7,4
2025-04-28T16:35:51.256250+00:00,23.86,0
2025-04-28T16:35:51.256256+00:00,28.68,3
2025-04-28T16:35:51.256262+00:00,25.44,0
