timestamp,sensor1,insects
2025-04-28T16:45:07.344131+00:00,27.88,1
2025-04-28T16:45:07.344165+00:00,29.71,5
2025-04-28T16:45:07.344178+00:00,21.08,4
2025-04-28T16:45:07.344187+00:00,23.52,3
2025-04-28T16:45:07.344194+00:00,26.55,1
2025-04-28T16:45:07.344201+00:00,20.2,3
2025-04-28T16:45:07.344207+00:00,29.46,3
2025-04-28T16:45:07.344213+00:00,28.84,2
2025-04-28T16:45:07.344220+00:00,23.24,3
2025-04-28T16:45:07.344226+00:00,28.27,1
2025-04-28T16:45:07.344232+00:00,25.91,1
2025-04-28T16:45:07.344238+00:00,25.18,1
2025-04-28T16:45:07.344244+00:00,26.85,4
2025-04-28T16:45:07.344251+00:00,21.72,4
2025-04-28T16:45:07.344257+00:00,29.3,4
2025-04-28T16:45:07.344263+00:00,25.18,5
2025-04-28T16:45:07.344269+00:00,29.04,2
