timestamp,sensor1,insects
2025-04-28T16:38:10.475972+00:00,20.03,5
2025-04-28T16:38:10.476002+00:00,26.05,0
2025-04-28T16:38:10.476007+00:00,25.43,5
2025-04-28T16:38:10.476012+00:00,25.66,4
2025-04-28T16:38:10.476016+00:00,24.34,0
2025-04-28T16:38:10.476020+00:00,27.72,2
2025-04-28T16:38:10.476024+00:00,29.97,0
2025-04-28T16:38:10.476028+00:00,24.18,4
2025-04-28T16:38:10.476031+00:00,20.3,3
2025-04-28T16:38:10.476035+00:00,26.07,1
2025-04-28T16:38:10.476039+00:00,27.11,5
2025-04-28T16:38:10.476044+00:00,23.12,2
2025-04-28T16:38:10.476047+00:00,20.94,4
2025-04-28T16:38:10.476051+00:00,21.43,0
2025-04-28T16:38:10.476056+00:00,24.59,3
2025-04-28T16:38:10.476060+00:00,21.05,4
2025-04-28T16:38:10.476063+00:00,26.74,1
2025-04-28T16:38:10.476067+00:00,20.78,2
2025-04-28T16:38:10.476071+00:00,21.14,1
