timestamp,sensor1,insects
2025-04-28T18:24:19.850640+00:00,29.39,4
2025-04-28T18:24:19.850677+00:00,27.72,4
2025-04-28T18:24:19.850685+00:00,26.35,3
2025-04-28T18:24:19.850692+00:00,28.49,4
2025-04-28T18:24:19.850698+00:00,23.53,4
2025-04-28T18:24:19.850704+00:00,29.37,3
2025-04-28T18:24:19.850710+00:00,29.89,0
2025-04-28T18:24:19.850716+00:00,29.77,1
2025-04-28T18:24:19.850722+00:00,20.26,2
2025-04-28T18:24:19.850728+00:00,29.95,5
2025-04-28T18:24:19.850734+00:00,20.21,2
2025-04-28T18:24:19.850740+00:00,27.22,5
2025-04-28T18:24:19.850746+00:00,21.97,3
2025-04-28T18:24:19.850752+00:00,24.07,5
2025-04-28T18:24:19.850758+00:00,25.51,4
2025-04-28T18:24:19.850764+00:00,27.46,2
2025-04-28T18:24:19.850770+00:00,28.14,3
2025-04-28T18:24:19.850775+00:00,24.22,2
