timestamp,sensor1,insects
2025-05-07T14:40:47.749242+00:00,27.17,1
2025-05-07T14:40:47.749271+00:00,22.19,5
2025-05-07T14:40:47.749281+00:00,21.8,5
2025-05-07T14:40:47.749288+00:00,26.71,3
2025-05-07T14:40:47.749299+00:00,28.52,1
2025-05-07T14:40:47.749310+00:00,25.69,0
2025-05-07T14:40:47.749323+00:00,21.38,4
2025-05-07T14:40:47.749334+00:00,20.83,4
2025-05-07T14:40:47.749346+00:00,27.1,5
2025-05-07T14:40:47.749358+00:00,26.71,3
2025-05-07T14:40:47.749365+00:00,28.1,1
2025-05-07T14:40:47.749371+00:00,25.42,2
2025-05-07T14:40:47.749377+00:00,21.26,0
2025-05-07T14:40:47.749383+00:00,26.94,4
2025-05-07T14:40:47.749390+00:00,21.32,0
2025-05-07T14:40:47.749396+00:00,27.59,4
2025-05-07T14:40:47.749401+00:00,23.99,2
