timestamp,sensor1,insects
2025-05-07T14:54:33.328123+00:00,23.68,5
2025-05-07T14:54:33.328157+00:00,28.24,3
2025-05-07T14:54:33.328162+00:00,22.33,0
2025-05-07T14:54:33.328167+00:00,23.33,1
2025-05-07T14:54:33.328171+00:00,26.2,4
2025-05-07T14:54:33.328174+00:00,25.89,0
2025-05-07T14:54:33.328178+00:00,20.94,1
2025-05-07T14:54:33.328182+00:00,26.8,2
2025-05-07T14:54:33.328186+00:00,27.71,3
2025-05-07T14:54:33.328189+00:00,29.0,4
2025-05-07T14:54:33.328193+00:00,28.55,3
2025-05-07T14:54:33.328197+00:00,27.12,5
2025-05-07T14:54:33.328200+00:00,22.98,1
2025-05-07T14:54:33.328203+00:00,27.1,0
2025-05-07T14:54:33.328207+00:00,24.73,3
2025-05-07T14:54:33.328211+00:00,24.83,2
