timestamp,sensor1,insects
2025-05-07T14:50:43.852261+00:00,20.16,5
2025-05-07T14:50:43.852292+00:00,22.83,0
2025-05-07T14:50:43.852301+00:00,20.71,4
2025-05-07T14:50:43.852308+00:00,26.05,5
2025-05-07T14:50:43.852315+00:00,29.9,1
2025-05-07T14:50:43.852322+00:00,23.35,4
2025-05-07T14:50:43.852328+00:00,23.63,5
2025-05-07T14:50:43.852334+00:00,21.91,4
2025-05-07T14:50:43.852340+00:00,26.46,3
2025-05-07T14:50:43.852346+00:00,20.68,2
2025-05-07T14:50:43.852351+00:00,21.24,2
2025-05-07T14:50:43.852358+00:00,24.39,4
2025-05-07T14:50:43.852364+00:00,24.1,1
2025-05-07T14:50:43.852369+00:00,20.63,1
2025-05-07T14:50:43.852376+00:00,22.3,5
2025-05-07T14:50:43.852382+00:00,25.76,5
2025-05-07T14:50:43.852388+00:00,20.74,5
