timestamp,sensor1,insects
2025-05-07T14:22:03.172673+00:00,26.96,0
2025-05-07T14:22:03.172704+00:00,21.01,0
2025-05-07T14:22:03.172712+00:00,27.66,1
2025-05-07T14:22:03.172719+00:00,23.42,5
2025-05-07T14:22:03.172726+00:00,25.49,4
2025-05-07T14:22:03.172732+00:00,27.91,4
2025-05-07T14:22:03.172738+00:00,23.4,3
2025-05-07T14:22:03.172745+00:00,21.9,5
2025-05-07T14:22:03.172751+00:00,29.91,0
2025-05-07T14:22:03.172757+00:00,20.66,0
2025-05-07T14:22:03.172762+00:00,25.12,0
2025-05-07T14:22:03.172769+00:00,23.68,4
2025-05-07T14:22:03.172775+00:00,25.55,3
2025-05-07T14:22:03.172780+00:00,25.7,4
2025-05-07T14:22:03.172787+00:00,22.01,2
2025-05-07T14:22:03.172793+00:00,26.41,5
2025-05-07T14:22:03.172798+00:00,21.7,3
2025-05-07T14:22:03.172804+00:00,27.93,5
