timestamp,sensor1,insects
2025-05-07T14:40:27.598344+00:00,24.01,0
2025-05-07T14:40:27.598374+00:00,25.14,2
2025-05-07T14:40:27.598383+00:00,24.51,2
2025-05-07T14:40:27.598391+00:00,23.9,2
2025-05-07T14:40:27.598398+00:00,29.59,0
2025-05-07T14:40:27.598404+00:00,28.74,5
2025-05-07T14:40:27.598410+00:00,29.08,4
2025-05-07T14:40:27.598416+00:00,29.43,1
2025-05-07T14:40:27.598422+00:00,24.05,5
2025-05-07T14:40:27.598428+00:00,20.81,2
2025-05-07T14:40:27.598433+00:00,23.14,0
2025-05-07T14:40:27.598439+00:00,20.05,4
2025-05-07T14:40:27.598445+00:00,24.01,0
2025-05-07T14:40:27.598451+00:00,23.6,0
2025-05-07T14:40:27.598457+00:00,23.46,0
2025-05-07T14:40:27.598463+00:00,29.45,1
2025-05-07T14:40:27.598469+00:00,21.14,3
2025-05-07T14:40:27.598474+00:00,25.07,5
2025-05-07T14:40:27.598481+00:00,23.12,1
