timestamp,sensor1,insects
2025-05-07T14:42:56.721360+00:00,21.41,4
2025-05-07T14:42:56.721381+00:00,22.95,4
2025-05-07T14:42:56.721386+00:00,21.88,1
2025-05-07T14:42:56.721391+00:00,27.69,3
2025-05-07T14:42:56.721394+00:00,27.99,4
2025-05-07T14:42:56.721398+00:00,24.05,3
2025-05-07T14:42:56.721402+00:00,24.7,5
2025-05-07T14:42:56.721405+00:00,24.37,0
2025-05-07T14:42:56.721409+00:00,24.17,2
2025-05-07T14:42:56.721412+00:00,28.92,4
2025-05-07T14:42:56.721415+00:00,26.62,1
2025-05-07T14:42:56.721419+00:00,25.58,5
2025-05-07T14:42:56.721423+00:00,24.37,2
2025-05-07T14:42:56.721426+00:00,26.14,4
2025-05-07T14:42:56.721429+00:00,29.54,5
2025-05-07T14:42:56.721432+00:00,23.51,3
2025-05-07T14:42:56.721436+00:00,27.13,3
