timestamp,sensor1,insects
2025-05-07T14:40:15.508690+00:00,21.49,3
2025-05-07T14:40:15.508728+00:00,26.9,2
2025-05-07T14:40:15.508737+00:00,27.56,1
2025-05-07T14:40:15.508745+00:00,23.34,4
2025-05-07T14:40:15.508752+00:00,22.35,2
2025-05-07T14:40:15.508758+00:00,26.79,1
2025-05-07T14:40:15.508764+00:00,22.83,2
2025-05-07T14:40:15.508770+00:00,23.66,1
2025-05-07T14:40:15.508778+00:00,29.29,1
2025-05-07T14:40:15.508784+00:00,23.91,5
2025-05-07T14:40:15.508790+00:00,24.95,2
2025-05-07T14:40:15.508796+00:00,26.69,1
2025-05-07T14:40:15.508802+00:00,21.58,4
2025-05-07T14:40:15.508808+00:00,25.36,3
2025-05-07T14:40:15.508815+00:00,27.84,0
2025-05-07T14:40:15.508821+00:00,23.13,2
2025-05-07T14:40:15.508827+00:00,23.61,0
