timestamp,sensor1,insects
2025-05-07T14:21:51.088228+00:00,23.32,2
2025-05-07T14:21:51.088251+00:00,25.5,5
2025-05-07T14:21:51.088257+00:00,22.65,5
2025-05-07T14:21:51.088261+00:00,29.9,1
2025-05-07T14:21:51.088265+00:00,25.14,2
2025-05-07T14:21:51.088269+00:00,23.14,0
2025-05-07T14:21:51.088273+00:00,28.76,3
2025-05-07T14:21:51.088276+00:00,20.54,3
2025-05-07T14:21:51.088280+00:00,22.4,2
2025-05-07T14:21:51.088284+00:00,26.05,4
2025-05-07T14:21:51.088287+00:00,28.5,1
2025-05-07T14:21:51.088290+00:00,20.1,2
2025-05-07T14:21:51.088294+00:00,25.09,0
2025-05-07T14:21:51.088297+00:00,20.02,0
