timestamp,sensor1,insects
2025-05-07T12:45:39.316165+00:00,24.69,3
2025-05-07T12:45:39.316195+00:00,20.87,1
2025-05-07T12:45:39.316204+00:00,28.97,0
2025-05-07T12:45:39.316211+00:00,21.43,0
2025-05-07T12:45:39.316217+00:00,26.87,2
2025-05-07T12:45:39.316223+00:00,23.37,3
2025-05-07T12:45:39.316230+00:00,27.59,2
2025-05-07T12:45:39.316236+00:00,26.3,2
2025-05-07T12:45:39.316242+00:00,28.52,4
2025-05-07T12:45:39.316248+00:00,20.64,3
2025-05-07T12:45:39.316254+00:00,22.01,4
2025-05-07T12:45:39.316260+00:00,20.06,4
2025-05-07T12:45:39.316266+00:00,26.05,1
2025-05-07T12:45:39.316272+00:00,25.04,0
2025-05-07T12:45:39.316279+00:00,29.35,1
2025-05-07T12:45:39.316285+00:00,28.8,3
2025-05-07T12:45:39.316291+00:00,29.92,4
2025-05-07T12:45:39.316297+00:00,26.52,1
2025-05-07T12:45:39.316304+00:00,25.33,2
