timestamp,sensor1,insects
2025-05-07T14:39:39.181289+00:00,20.0,4
2025-05-07T14:39:39.181318+00:00,22.93,0
2025-05-07T14:39:39.181328+00:00,22.2,3
2025-05-07T14:39:39.181335+00:00,29.5,1
2025-05-07T14:39:39.181342+00:00,27.68,3
2025-05-07T14:39:39.181348+00:00,27.94,4
2025-05-07T14:39:39.181354+00:00,20.76,2
2025-05-07T14:39:39.181360+00:00,22.74,2
2025-05-07T14:39:39.181366+00:00,28.03,3
2025-05-07T14:39:39.181372+00:00,24.71,5
2025-05-07T14:39:39.181377+00:00,29.09,2
2025-05-07T14:39:39.181384+00:00,21.7,3
2025-05-07T14:39:39.181390+00:00,27.8,0
