timestamp,sensor1,insects
2025-05-07T14:19:50.160739+00:00,25.77,0
2025-05-07T14:19:50.160770+00:00,29.86,5
2025-05-07T14:19:50.160779+00:00,25.43,0
2025-05-07T14:19:50.160786+00:00,22.45,1
2025-05-07T14:19:50.160795+00:00,20.14,3
2025-05-07T14:19:50.160801+00:00,21.46,3
2025-05-07T14:19:50.160808+00:00,22.6,4
2025-05-07T14:19:50.160814+00:00,25.36,5
2025-05-07T14:19:50.160821+00:00,26.69,2
2025-05-07T14:19:50.160826+00:00,20.02,0
2025-05-07T14:19:50.160832+00:00,23.51,0
2025-05-07T14:19:50.160839+00:00,27.59,4
2025-05-07T14:19:50.160845+00:00,28.18,1
2025-05-07T14:19:50.160850+00:00,26.18,1
