timestamp,sensor1,insects
2025-05-07T12:40:04.815185+00:00,29.27,1
2025-05-07T12:40:04.815215+00:00,28.33,0
2025-05-07T12:40:04.815224+00:00,24.71,2
2025-05-07T12:40:04.815232+00:00,23.28,4
2025-05-07T12:40:04.815239+00:00,24.33,1
2025-05-07T12:40:04.815245+00:00,22.29,0
2025-05-07T12:40:04.815251+00:00,27.79,4
2025-05-07T12:40:04.815257+00:00,26.46,1
2025-05-07T12:40:04.815263+00:00,21.53,2
2025-05-07T12:40:04.815269+00:00,20.62,5
2025-05-07T12:40:04.815275+00:00,22.18,3
2025-05-07T12:40:04.815282+00:00,21.41,4
2025-05-07T12:40:04.815288+00:00,24.26,0
2025-05-07T12:40:04.815294+00:00,20.16,1
2025-05-07T12:40:04.815301+00:00,23.9,1
2025-05-07T12:40:04.815308+00:00,25.03,4
