timestamp,sensor1,insects
2025-05-07T14:53:57.092040+00:00,26.03,3
2025-05-07T14:53:57.092070+00:00,20.21,1
2025-05-07T14:53:57.092080+00:00,21.66,4
2025-05-07T14:53:57.092087+00:00,25.84,2
2025-05-07T14:53:57.092094+00:00,20.86,1
2025-05-07T14:53:57.092100+00:00,27.93,3
2025-05-07T14:53:57.092106+00:00,24.34,2
2025-05-07T14:53:57.092112+00:00,21.51,2
2025-05-07T14:53:57.092119+00:00,27.25,3
2025-05-07T14:53:57.092125+00:00,25.29,5
2025-05-07T14:53:57.092131+00:00,22.79,2
2025-05-07T14:53:57.092148+00:00,22.51,3
2025-05-07T14:53:57.092156+00:00,23.46,3
2025-05-07T14:53:57.092162+00:00,20.6,0
2025-05-07T14:53:57.092169+00:00,28.27,4
2025-05-07T14:53:57.092175+00:00,23.69,2
