timestamp,sensor1,insects
2025-05-07T14:19:13.922365+00:00,29.21,4
2025-05-07T14:19:13.922387+00:00,21.07,0
2025-05-07T14:19:13.922393+00:00,22.75,0
2025-05-07T14:19:13.922398+00:00,26.55,5
2025-05-07T14:19:13.922402+00:00,27.86,2
2025-05-07T14:19:13.922405+00:00,20.05,5
2025-05-07T14:19:13.922409+00:00,27.67,0
2025-05-07T14:19:13.922412+00:00,24.16,4
2025-05-07T14:19:13.922416+00:00,29.64,5
2025-05-07T14:19:13.922420+00:00,25.63,3
2025-05-07T14:19:13.922424+00:00,24.33,5
2025-05-07T14:19:13.922427+00:00,20.1,2
2025-05-07T14:19:13.922432+00:00,22.72,1
2025-05-07T14:19:13.922435+00:00,29.43,1
2025-05-07T14:19:13.922439+00:00,22.02,3
2025-05-07T14:19:13.922442+00:00,23.01,5
2025-05-07T14:19:13.922445+00:00,21.07,0
