timestamp,sensor1,insects
2025-05-07T14:16:04.646393+00:00,22.56,2
2025-05-07T14:16:04.646435+00:00,20.57,1
2025-05-07T14:16:04.646441+00:00,25.55,5
2025-05-07T14:16:04.646446+00:00,28.6,0
2025-05-07T14:16:04.646450+00:00,26.39,4
2025-05-07T14:16:04.646454+00:00,26.05,1
2025-05-07T14:16:04.646458+00:00,29.83,5
2025-05-07T14:16:04.646461+00:00,29.64,1
2025-05-07T14:16:04.646465+00:00,21.31,3
2025-05-07T14:16:04.646469+00:00,22.29,5
2025-05-07T14:16:04.646473+00:00,26.98,2
2025-05-07T14:16:04.646477+00:00,20.17,0
2025-05-07T14:16:04.646481+00:00,27.77,2
2025-05-07T14:16:04.646485+00:00,25.41,4
2025-05-07T14:16:04.646488+00:00,23.64,1
2025-05-07T14:16:04.646492+00:00,21.78,4
2025-05-07T14:16:04.646495+00:00,28.23,1
2025-05-07T14:16:04.646499+00:00,26.77,5
2025-05-07T14:16:04.646504+00:00,25.32,4
2025-05-07T14:16:04.646508+00:00,26.45,2
