timestamp,sensor1,insects
2025-05-07T14:42:08.404001+00:00,24.18,1
2025-05-07T14:42:08.404031+00:00,20.71,2
2025-05-07T14:42:08.404040+00:00,26.2,2
2025-05-07T14:42:08.404048+00:00,25.1,1
2025-05-07T14:42:08.404055+00:00,29.83,5
2025-05-07T14:42:08.404061+00:00,23.63,2
2025-05-07T14:42:08.404067+00:00,28.61,1
2025-05-07T14:42:08.404073+00:00,29.01,0
2025-05-07T14:42:08.404079+00:00,26.79,1
2025-05-07T14:42:08.404085+00:00,27.72,3
2025-05-07T14:42:08.404091+00:00,23.6,1
2025-05-07T14:42:08.404097+00:00,22.46,5
2025-05-07T14:42:08.404103+00:00,26.4,5
2025-05-07T14:42:08.404109+00:00,22.46,4
2025-05-07T14:42:08.404115+00:00,23.69,0
2025-05-07T14:42:08.404121+00:00,25.0,1
2025-05-07T14:42:08.404127+00:00,24.74,3
2025-05-07T14:42:08.404133+00:00,20.02,4
2025-05-07T14:42:08.404157+00:00,24.06,2
2025-05-07T14:42:08.404164+00:00,20.01,2
