timestamp,sensor1,insects
2025-05-07T12:40:28.963690+00:00,24.0,1
2025-05-07T12:40:28.963720+00:00,27.35,4
2025-05-07T12:40:28.963731+00:00,22.4,3
2025-05-07T12:40:28.963739+00:00,22.86,3
2025-05-07T12:40:28.963746+00:00,25.08,1
2025-05-07T12:40:28.963752+00:00,20.02,4
2025-05-07T12:40:28.963759+00:00,23.27,3
2025-05-07T12:40:28.963765+00:00,21.41,2
2025-05-07T12:40:28.963772+00:00,23.65,3
2025-05-07T12:40:28.963778+00:00,22.49,3
2025-05-07T12:40:28.963785+00:00,23.96,3
2025-05-07T12:40:28.963791+00:00,25.47,3
2025-05-07T12:40:28.963797+00:00,24.61,0
2025-05-07T12:40:28.963803+00:00,29.12,3
2025-05-07T12:40:28.963810+00:00,23.69,1
2025-05-07T12:40:28.963816+00:00,20.37,0
2025-05-07T12:40:28.963822+00:00,27.21,0
2025-05-07T12:40:28.963828+00:00,22.85,4
2025-05-07T12:40:28.963835+00:00,28.28,4
