timestamp,sensor1,insects
2025-05-07T14:39:31.110308+00:00,25.58,1
2025-05-07T14:39:31.110341+00:00,29.07,3
2025-05-07T14:39:31.110350+00:00,22.92,0
2025-05-07T14:39:31.110357+00:00,20.02,1
2025-05-07T14:39:31.110363+00:00,26.53,3
2025-05-07T14:39:31.110372+00:00,23.03,3
2025-05-07T14:39:31.110379+00:00,29.48,1
2025-05-07T14:39:31.110385+00:00,26.8,2
2025-05-07T14:39:31.110392+00:00,23.42,4
2025-05-07T14:39:31.110397+00:00,21.07,5
2025-05-07T14:39:31.110403+00:00,25.64,5
2025-05-07T14:39:31.110410+00:00,21.48,1
2025-05-07T14:39:31.110416+00:00,28.66,5
2025-05-07T14:39:31.110422+00:00,20.88,5
2025-05-07T14:39:31.110428+00:00,24.88,2
2025-05-07T14:39:31.110434+00:00,20.3,2
