timestamp,sensor1,insects
2025-05-07T14:20:30.477977+00:00,27.34,4
2025-05-07T14:20:30.478001+00:00,24.41,2
2025-05-07T14:20:30.478007+00:00,21.43,0
2025-05-07T14:20:30.478012+00:00,20.7,4
2025-05-07T14:20:30.478015+00:00,28.99,1
2025-05-07T14:20:30.478019+00:00,27.84,2
2025-05-07T14:20:30.478023+00:00,25.15,5
2025-05-07T14:20:30.478026+00:00,23.74,2
2025-05-07T14:20:30.478030+00:00,27.09,2
2025-05-07T14:20:30.478033+00:00,27.11,4
2025-05-07T14:20:30.478036+00:00,22.45,4
2025-05-07T14:20:30.478041+00:00,20.36,2
2025-05-07T14:20:30.478048+00:00,21.28,2
2025-05-07T14:20:30.478054+00:00,27.67,0
2025-05-07T14:20:30.478061+00:00,24.05,3
2025-05-07T14:20:30.478064+00:00,20.72,3
