timestamp,sensor1,insects
2025-05-07T14:43:37.074559+00:00,20.82,0
2025-05-07T14:43:37.074581+00:00,28.5,1
2025-05-07T14:43:37.074586+00:00,24.46,1
2025-05-07T14:43:37.074590+00:00,21.95,0
2025-05-07T14:43:37.074594+00:00,20.28,4
2025-05-07T14:43:37.074598+00:00,24.36,5
2025-05-07T14:43:37.074601+00:00,29.98,0
2025-05-07T14:43:37.074605+00:00,29.61,4
2025-05-07T14:43:37.074609+00:00,28.55,4
2025-05-07T14:43:37.074612+00:00,22.43,1
2025-05-07T14:43:37.074615+00:00,20.95,3
2025-05-07T14:43:37.074619+00:00,24.38,4
2025-05-07T14:43:37.074623+00:00,25.56,1
2025-05-07T14:43:37.074626+00:00,24.32,0
2025-05-07T14:43:37.074630+00:00,24.23,1
