timestamp,sensor1,insects
2025-05-07T14:38:42.771402+00:00,20.85,3
2025-05-07T14:38:42.771432+00:00,29.35,0
2025-05-07T14:38:42.771441+00:00,25.0,4
2025-05-07T14:38:42.771448+00:00,23.63,1
2025-05-07T14:38:42.771455+00:00,20.61,3
2025-05-07T14:38:42.771461+00:00,22.99,5
2025-05-07T14:38:42.771468+00:00,27.22,4
2025-05-07T14:38:42.771474+00:00,23.1,2
2025-05-07T14:38:42.771481+00:00,27.98,1
2025-05-07T14:38:42.771487+00:00,26.0,2
2025-05-07T14:38:42.771493+00:00,29.29,3
2025-05-07T14:38:42.771499+00:00,24.61,4
2025-05-07T14:38:42.771505+00:00,28.91,1
2025-05-07T14:38:42.771511+00:00,23.24,1
2025-05-07T14:38:42.771517+00:00,29.07,2
2025-05-07T14:38:42.771523+00:00,27.89,2
2025-05-07T14:38:42.771529+00:00,21.78,2
