timestamp,sensor1,insects
2025-05-07T14:43:57.189578+00:00,29.5,3
2025-05-07T14:43:57.189610+00:00,26.1,2
2025-05-07T14:43:57.189620+00:00,22.11,4
2025-05-07T14:43:57.189628+00:00,20.72,4
2025-05-07T14:43:57.189635+00:00,20.41,3
2025-05-07T14:43:57.189641+00:00,26.22,0
2025-05-07T14:43:57.189647+00:00,20.45,2
2025-05-07T14:43:57.189653+00:00,24.63,3
2025-05-07T14:43:57.189660+00:00,20.41,1
2025-05-07T14:43:57.189666+00:00,27.96,1
2025-05-07T14:43:57.189672+00:00,21.2,0
2025-05-07T14:43:57.189679+00:00,24.17,3
