timestamp,sensor1,insects
2025-05-07T14:48:10.850177+00:00,27.48,2
2025-05-07T14:48:10.850208+00:00,20.77,4
2025-05-07T14:48:10.850218+00:00,21.67,0
2025-05-07T14:48:10.850226+00:00,22.58,2
2025-05-07T14:48:10.850233+00:00,26.45,0
2025-05-07T14:48:10.850239+00:00,28.72,3
2025-05-07T14:48:10.850246+00:00,24.76,2
2025-05-07T14:48:10.850252+00:00,26.49,2
2025-05-07T14:48:10.850258+00:00,24.31,2
2025-05-07T14:48:10.850264+00:00,27.37,2
2025-05-07T14:48:10.850270+00:00,23.99,2
2025-05-07T14:48:10.850276+00:00,24.06,1
2025-05-07T14:48:10.850282+00:00,20.05,0
2025-05-07T14:48:10.850288+00:00,28.25,5
2025-05-07T14:48:10.850295+00:00,27.44,3
