timestamp,sensor1,insects
2025-05-07T14:53:16.810286+00:00,22.27,5
2025-05-07T14:53:16.810316+00:00,23.21,2
2025-05-07T14:53:16.810325+00:00,26.07,2
2025-05-07T14:53:16.810332+00:00,22.76,2
2025-05-07T14:53:16.810339+00:00,21.9,4
2025-05-07T14:53:16.810346+00:00,22.63,0
2025-05-07T14:53:16.810352+00:00,21.14,3
2025-05-07T14:53:16.810358+00:00,20.71,1
2025-05-07T14:53:16.810364+00:00,27.21,3
2025-05-07T14:53:16.810370+00:00,27.98,4
2025-05-07T14:53:16.810376+00:00,25.53,5
2025-05-07T14:53:16.810382+00:00,21.12,1
