timestamp,sensor1,insects
2025-05-07T14:39:43.231288+00:00,21.69,0
2025-05-07T14:39:43.231320+00:00,27.64,3
2025-05-07T14:39:43.231329+00:00,23.45,3
2025-05-07T14:39:43.231335+00:00,29.95,0
2025-05-07T14:39:43.231342+00:00,26.76,0
2025-05-07T14:39:43.231347+00:00,22.98,5
2025-05-07T14:39:43.231354+00:00,21.99,3
2025-05-07T14:39:43.231360+00:00,23.28,1
2025-05-07T14:39:43.231367+00:00,21.34,5
2025-05-07T14:39:43.231372+00:00,21.01,0
2025-05-07T14:39:43.231378+00:00,29.32,3
2025-05-07T14:39:43.231384+00:00,21.51,3
2025-05-07T14:39:43.231390+00:00,20.11,3
2025-05-07T14:39:43.231396+00:00,24.7,1
2025-05-07T14:39:43.231403+00:00,29.13,4
2025-05-07T14:39:43.231408+00:00,27.16,1
2025-05-07T14:39:43.231414+00:00,23.12,3
