timestamp,sensor1,insects
2025-05-07T14:48:47.066432+00:00,21.68,0
2025-05-07T14:48:47.066463+00:00,28.11,1
2025-05-07T14:48:47.066472+00:00,30.0,4
2025-05-07T14:48:47.066480+00:00,21.34,0
2025-05-07T14:48:47.066486+00:00,20.51,1
2025-05-07T14:48:47.066492+00:00,21.5,2
2025-05-07T14:48:47.066499+00:00,21.43,5
2025-05-07T14:48:47.066505+00:00,20.48,4
2025-05-07T14:48:47.066511+00:00,25.93,1
2025-05-07T14:48:47.066517+00:00,26.76,1
2025-05-07T14:48:47.066522+00:00,29.95,3
2025-05-07T14:48:47.066529+00:00,24.76,3
2025-05-07T14:48:47.066535+00:00,21.43,2
2025-05-07T14:48:47.066540+00:00,29.62,5
2025-05-07T14:48:47.066546+00:00,23.42,1
2025-05-07T14:48:47.066552+00:00,25.91,3
2025-05-07T14:48:47.066558+00:00,24.87,5
2025-05-07T14:48:47.066564+00:00,27.44,3
