timestamp,sensor1,insects
2025-05-07T14:23:35.832406+00:00,27.98,2
2025-05-07T14:23:35.832428+00:00,25.06,1
2025-05-07T14:23:35.832433+00:00,29.16,3
2025-05-07T14:23:35.832437+00:00,21.24,0
2025-05-07T14:23:35.832441+00:00,20.46,2
2025-05-07T14:23:35.832445+00:00,26.95,5
2025-05-07T14:23:35.832448+00:00,22.7,0
2025-05-07T14:23:35.832452+00:00,25.72,4
2025-05-07T14:23:35.832456+00:00,21.9,5
2025-05-07T14:23:35.832459+00:00,20.64,1
2025-05-07T14:23:35.832463+00:00,20.7,0
2025-05-07T14:23:35.832466+00:00,27.92,1
2025-05-07T14:23:35.832470+00:00,21.05,2
2025-05-07T14:23:35.832473+00:00,28.08,1
2025-05-07T14:23:35.832477+00:00,29.16,0
2025-05-07T14:23:35.832481+00:00,22.69,0
