timestamp,sensor1,insects
2025-05-07T12:42:38.001438+00:00,23.91,0
2025-05-07T12:42:38.001468+00:00,22.72,3
2025-05-07T12:42:38.001477+00:00,26.51,3
2025-05-07T12:42:38.001485+00:00,24.39,5
2025-05-07T12:42:38.001492+00:00,26.82,0
2025-05-07T12:42:38.001498+00:00,29.87,1
2025-05-07T12:42:38.001505+00:00,24.27,4
2025-05-07T12:42:38.001511+00:00,26.95,0
2025-05-07T12:42:38.001518+00:00,27.76,5
2025-05-07T12:42:38.001524+00:00,21.81,4
2025-05-07T12:42:38.001530+00:00,22.67,0
2025-05-07T12:42:38.001537+00:00,22.54,5
